id,shortcut,description,program,device_gram,program_gram
29162,Shift + F5,3D Window,Blender 3D,windows,blender_3d
29163,Ctrl + ArrowUp,Maximize Window,Blender 3D,windows,blender_3d
29164,Ctrl + ArrowDown,Retrun to Previous Window Size,Blender 3D,windows,blender_3d
29165,Ctrl + ArrowLeft,Go to Previous Screen,Blender 3D,windows,blender_3d
29166,Ctrl + ArrowRight,Go to Next Screen,Blender 3D,windows,blender_3d
29167,D,Draw Mode Menu,Blender 3D,windows,blender_3d
29168,Ctrl + T,Make Selected Object Track Active Object,Blender 3D,windows,blender_3d
29169,Alt + A,Change Current Blender Window to Animation Playback Mode,Blender 3D,windows,blender_3d
29170,ArrowUp,Go forward 10 Frame,Blender 3D,windows,blender_3d
29171,ArrowLeft,Go to Previous Frame,Blender 3D,windows,blender_3d
29172,Ctrl + C,Copy Menu,Blender 3D,windows,blender_3d
29173,Shift + PageUp,Add to Selection the Next Object Key,Blender 3D,windows,blender_3d
29174,Ctrl + Y,Redo,Blender 3D,windows,blender_3d
29175,T,Texture Space Mode,Blender 3D,windows,blender_3d
29176,Ctrl + X,Erase All,Blender 3D,windows,blender_3d
29177,Ctrl +  up,Move task upwards (non-sorting),Bitcomet,windows,bitcomet
29178,End,Move selection to the bottom of the list,Bitcomet,windows,bitcomet
29179,ArrowDown,Move selection one task downwards in the list,Bitcomet,windows,bitcomet
29180,Ctrl + M,Make Torrent File,Bitcomet,windows,bitcomet
29181,Ctrl + V,Paste,Bitcomet,windows,bitcomet
29182,Ctrl + End,Move task down-most (non-sorting),Bitcomet,windows,bitcomet
29183,Ctrl + O,Open Torrent File,Bitcomet,windows,bitcomet
29184,Ctrl +  down,Move task downwards (non-sorting),Bitcomet,windows,bitcomet
29185,Alt + Enter,Properties of task,Bitcomet,windows,bitcomet
29186,PageUp,Move selection one page up in the list,Bitcomet,windows,bitcomet
29187,Home,Move selection to the top of the list,Bitcomet,windows,bitcomet
29188,Delete,Remove torrent,Bitcomet,windows,bitcomet
29189,Ctrl + Home,Move task topside (non-sorting),Bitcomet,windows,bitcomet
29190,ArrowUp,Move selection one task upwards in the list,Bitcomet,windows,bitcomet
29191,Shift + Delete,Remove torrent including downloaded files,Bitcomet,windows,bitcomet
29192,Ctrl + A,Select All,Bitcomet,windows,bitcomet
29193,PageDown,Move selection one page down in the list,Bitcomet,windows,bitcomet
29194,Ctrl + N,Add HTTP/FTP Download,Bitcomet,windows,bitcomet
29195,Ctrl + C,Copy,Bitcomet,windows,bitcomet
29196,Ctrl + U,Open Torrent from URL,Bitcomet,windows,bitcomet
29197,Ctrl + P,Properties,Bitcomet,windows,bitcomet
29198,Ctrl + X,Cut,Bitcomet,windows,bitcomet
29199,Alt + `,Boss key hide/reload BitComet,Bitcomet,windows,bitcomet
29200,Ctrl + C,Copy,Brave Browser,windows,brave_browser
29201,Ctrl + ],Go Forward,Brave Browser,windows,brave_browser
29202,Ctrl + Alt + U,View Source,Brave Browser,windows,brave_browser
29203,Ctrl + Shift + V,Paste Without Formatting,Brave Browser,windows,brave_browser
29204,Ctrl + Y,View Browsing History,Brave Browser,windows,brave_browser
29205,Ctrl + J,Downloads Manager,Brave Browser,windows,brave_browser
29206,Ctrl + Alt + J,Developer Tools,Brave Browser,windows,brave_browser
29207,Ctrl + O,Open File,Brave Browser,windows,brave_browser
29208,Ctrl + 0,Zoom to defautl size,Brave Browser,windows,brave_browser
29209,Ctrl + X,Cut,Brave Browser,windows,brave_browser
29210,Esc,Stop loading,Brave Browser,windows,brave_browser
29211,Ctrl + [,Go Back,Brave Browser,windows,brave_browser
29212,Ctrl + Shift + Z,Redo,Brave Browser,windows,brave_browser
29213,Ctrl + Z,Undo,Brave Browser,windows,brave_browser
29214,Alt +  Left,Active Frame Back,Brave Browser,windows,brave_browser
29215,Ctrl + R,Reload Page,Brave Browser,windows,brave_browser
29216,Alt +  Right,Active Frame Forward,Brave Browser,windows,brave_browser
29217,Ctrl + F5,Clean Reload,Brave Browser,windows,brave_browser
29218,F5,Reload,Brave Browser,windows,brave_browser
29219,Ctrl + Shift + G,Active tab Find Previous,Brave Browser,windows,brave_browser
29220,Ctrl + L,Focus URL Bar,Brave Browser,windows,brave_browser
29221,Ctrl + 1  ...  9,Go to 1st ... Nth Tab,Brave Browser,windows,brave_browser
29222,Ctrl + Shift + + /  -,Zoom in/ Zoom out,Brave Browser,windows,brave_browser
29223,Ctrl + G,Active tab Find Next,Brave Browser,windows,brave_browser
29224,Ctrl + F,Find on Page,Brave Browser,windows,brave_browser
29225,Ctrl + Shift + H,Go Home,Brave Browser,windows,brave_browser
29226,Ctrl + Tab /  Ctrl + Shift + Tab,Next Tab / Previous Tab,Brave Browser,windows,brave_browser
29227,Ctrl + Alt + Shift + T,Reopen Last Closed Window,Brave Browser,windows,brave_browser
29228,F11,Toggle Full Screen View,Brave Browser,windows,brave_browser
29229,Ctrl + M,Minimize,Brave Browser,windows,brave_browser
29230,Ctrl + Shift + O,Bookmarks Manager,Brave Browser,windows,brave_browser
29231,Ctrl + Shift + T,Reopen Last Closed Tab,Brave Browser,windows,brave_browser
29232,Ctrl + F4,Close Frame,Brave Browser,windows,brave_browser
29233,Ctrl + Shift + W,Close Window,Brave Browser,windows,brave_browser
29234,Ctrl + W,Close Tab,Brave Browser,windows,brave_browser
29235,Ctrl + N,New Window,Brave Browser,windows,brave_browser
29236,Ctrl + Shift + S,New Session Tab,Brave Browser,windows,brave_browser
29237,Ctrl + Shift + Delete,Clear Browsing Data,Brave Browser,windows,brave_browser
29238,Ctrl + Shift + P,New Private Tab,Brave Browser,windows,brave_browser
29239,Ctrl + Q,Quit Brave,Brave Browser,windows,brave_browser
29240,Ctrl + T,New Tab,Brave Browser,windows,brave_browser
29241,Ctrl + V,Paste,Brave Browser,windows,brave_browser
29242,Ctrl + D,Add/Edit Bookmark,Brave Browser,windows,brave_browser
29243,Ctrl + S,Save Page As,Brave Browser,windows,brave_browser
29244,Ctrl + P,Print,Brave Browser,windows,brave_browser
29245,Ctrl + Click,Toggle selection,Balsamiq Mockups,windows,balsamiq_mockups
29246,Enter / F2,Edit the selected control's text,Balsamiq Mockups,windows,balsamiq_mockups
29247,Ctrl + P,Print mockup,Balsamiq Mockups,windows,balsamiq_mockups
29248,Ctrl + Shift + E,Import mockup,Balsamiq Mockups,windows,balsamiq_mockups
29249,Ctrl + Shift + S,Save as,Balsamiq Mockups,windows,balsamiq_mockups
29250,Ctrl + N,New Blank Mockup,Balsamiq Mockups,windows,balsamiq_mockups
29251,/ / plus,Sending focus to quick add,Balsamiq Mockups,windows,balsamiq_mockups
29252,Enter / Ctrl + Enter,Committing the current text,Balsamiq Mockups,windows,balsamiq_mockups
29253,Ctrl + Alt + 4,Align selected controls top,Balsamiq Mockups,windows,balsamiq_mockups
29254,Ctrl + Shift + G,Ungroup the selected groups,Balsamiq Mockups,windows,balsamiq_mockups
29255,Ctrl + Tab / Ctrl + Shift + Tab,Looping through the open files in Mockups for Desktop,Balsamiq Mockups,windows,balsamiq_mockups
29256,Ctrl + D,Duplicate the selected controls,Balsamiq Mockups,windows,balsamiq_mockups
29257,Ctrl + R,Export Snapshot to PNG,Balsamiq Mockups,windows,balsamiq_mockups
29258,Ctrl + Shift + R,Export All Snapshots to PNG,Balsamiq Mockups,windows,balsamiq_mockups
29259,Enter,Using the selected icon,Balsamiq Mockups,windows,balsamiq_mockups
29260,ArrowUp / ArrowDown / ArrowLeft / ArrowRight,Navigating the suggestion list,Balsamiq Mockups,windows,balsamiq_mockups
29261,Ctrl + Shift + N,New Clone of Current Mockup,Balsamiq Mockups,windows,balsamiq_mockups
29262,Ctrl + W,Close current mockup,Balsamiq Mockups,windows,balsamiq_mockups
29263,Ctrl + E,Export this mockup's XML,Balsamiq Mockups,windows,balsamiq_mockups
29264,Ctrl + Shift ++ W,Close all mockups,Balsamiq Mockups,windows,balsamiq_mockups
29265,Ctrl + O,Open a mockup file,Balsamiq Mockups,windows,balsamiq_mockups
29266,Ctrl + S,Save the current mockup file,Balsamiq Mockups,windows,balsamiq_mockups
29267,Esc,Ignoring the current edit,Balsamiq Mockups,windows,balsamiq_mockups
29268,Space +  Click and drag,Pan the canvas (Hand tool),Balsamiq Mockups,windows,balsamiq_mockups
29269,Ctrl + ],Grow/Increase Text Size,Balsamiq Mockups,windows,balsamiq_mockups
29270,Ctrl + [,Shrink/Decrease Text Size,Balsamiq Mockups,windows,balsamiq_mockups
29271,ArrowUp / ArrowDown / ArrowRight / ArrowLeft,Nudge selection 1px,Balsamiq Mockups,windows,balsamiq_mockups
29272,Shift + Click,Add to selection,Balsamiq Mockups,windows,balsamiq_mockups
29273,Eneter/ F2,Start Editing text of the selected control,Balsamiq Mockups,windows,balsamiq_mockups
29274,Hold Ctrl,Disable snapping during move or resize,Balsamiq Mockups,windows,balsamiq_mockups
29275,Ctrl + Q,Quit Balsamiq Mockups,Balsamiq Mockups,windows,balsamiq_mockups
29276,Ctrl + Alt + 5,Align selected controls middle,Balsamiq Mockups,windows,balsamiq_mockups
29277,Ctrl + Alt + 6,Align selected controls bottom,Balsamiq Mockups,windows,balsamiq_mockups
29278,Ctrl + Shift + C,Export Snapshot to Clipboard,Balsamiq Mockups,windows,balsamiq_mockups
29279,Ctrl + Y,Undo last command,Balsamiq Mockups,windows,balsamiq_mockups
29280,Ctrl + 2,Lock the selected controls,Balsamiq Mockups,windows,balsamiq_mockups
29281,Ctrl + Alt + 1,Align selected controls left,Balsamiq Mockups,windows,balsamiq_mockups
29282,Ctrl + Alt + 3,Align selected controls right,Balsamiq Mockups,windows,balsamiq_mockups
29283,Ctrl + Alt + 2,Align selected controls center,Balsamiq Mockups,windows,balsamiq_mockups
29284,Ctrl + 3,Unlock all locked controls,Balsamiq Mockups,windows,balsamiq_mockups
29285,Ctrl + G,Group the selected controls,Balsamiq Mockups,windows,balsamiq_mockups
29286,Ctrl + Z,Redo last command,Balsamiq Mockups,windows,balsamiq_mockups
29287,Ctrl + V,Paste,Balsamiq Mockups,windows,balsamiq_mockups
29288,Delete,Delete the selected controls,Balsamiq Mockups,windows,balsamiq_mockups
29289,Ctrl + Shift + V,Paste In Place,Balsamiq Mockups,windows,balsamiq_mockups
29290,Ctrl + X,Cut the selected controls,Balsamiq Mockups,windows,balsamiq_mockups
29291,Ctrl + C,Copy the selected controls,Balsamiq Mockups,windows,balsamiq_mockups
29292,Ctrl + Alt + ArrowUp / ArrowDown / ArrowRight / ArrowLeft,Nudge-Resize selection 2px,Balsamiq Mockups,windows,balsamiq_mockups
29293,Ctrl + Shift + ArrowDown,Send to back,Balsamiq Mockups,windows,balsamiq_mockups
29294,Ctrl + ArrowDown,Send backward,Balsamiq Mockups,windows,balsamiq_mockups
29295,Alt + Drag,Clone selection,Balsamiq Mockups,windows,balsamiq_mockups
29296,Ctrl + ArrowUp,Bring forward,Balsamiq Mockups,windows,balsamiq_mockups
29297,Ctrl + Alt + Shift + ArrowUp / ArrowDown / ArrowRight / ArrowLeft,Nudge-Resize selection 20px,Balsamiq Mockups,windows,balsamiq_mockups
29298,Ctrl + Shift + ArrowUp,Bring to front,Balsamiq Mockups,windows,balsamiq_mockups
29299,Ctrl + A,Select All,Balsamiq Mockups,windows,balsamiq_mockups
29300,Shift + ArrowUp / ArrowDown / ArrowRight / ArrowLeft,Nudge selection 20px,Balsamiq Mockups,windows,balsamiq_mockups
29301,Ctrl + Shift + A,Deselect All,Balsamiq Mockups,windows,balsamiq_mockups
29302,Hold Shift,Resize maintaining aspect ratio,Balsamiq Mockups,windows,balsamiq_mockups
29303,Ctrl + -,Zoom Out,Balsamiq Mockups,windows,balsamiq_mockups
29304,Ctrl + 0,Zoom to Fit,Balsamiq Mockups,windows,balsamiq_mockups
29305,Ctrl + 1,Zoom to Actual Size,Balsamiq Mockups,windows,balsamiq_mockups
29306,Ctrl + K,Show/Hide Markup,Balsamiq Mockups,windows,balsamiq_mockups
29307,Ctrl + F,Enter Full Screen View,Balsamiq Mockups,windows,balsamiq_mockups
29308,Ctrl + plus,Zoom In,Balsamiq Mockups,windows,balsamiq_mockups
29309,Ctrl + L,Hide/Show the UI Library,Balsamiq Mockups,windows,balsamiq_mockups
29310,Alt + V,Object Image Aspect,Blender 3D,windows,blender_3d
29311,W,Open Object Booleans Menu,Blender 3D,windows,blender_3d
29312,X,Delete Selected Object,Blender 3D,windows,blender_3d
29313,Z,Toggle Solid Mode On/Off,Blender 3D,windows,blender_3d
29314,Shift + Z,Toggle Shaded Mode On/Off,Blender 3D,windows,blender_3d
29315,Alt + Z,Toggle Textured Mode On/Off,Blender 3D,windows,blender_3d
29316,Ctrl + Tab,Switches between Vertex SelectEdge Select and Face Select Modes,Blender 3D,windows,blender_3d
29317,Ctrl + H,Bring up Options Menu for It,Blender 3D,windows,blender_3d
29318,O,Switch in/out of Proportional Editing,Blender 3D,windows,blender_3d
29319,P,Separate,Blender 3D,windows,blender_3d
29320,Ctrl + S,Shear,Blender 3D,windows,blender_3d
29321,Shift + W,Warp,Blender 3D,windows,blender_3d
29322,Ctrl + Alt + Right Click,Edge Select,Blender 3D,windows,blender_3d
29323,E,Extrude selected,Blender 3D,windows,blender_3d
29324,Shift + F,Fill Selected,Blender 3D,windows,blender_3d
29325,Alt + F,Beauty Fill,Blender 3D,windows,blender_3d
29326,F6,Align with...,Beyond Compare,windows,beyond_compare
29327,F7,Compare to...,Beyond Compare,windows,beyond_compare
29328,F12,Save file as...,Beyond Compare,windows,beyond_compare
29329,Ctrl + S,Save file,Beyond Compare,windows,beyond_compare
29330,Ctrl + Shift + V,Open clipboard,Beyond Compare,windows,beyond_compare
29331,Ctrl + O,Open file...,Beyond Compare,windows,beyond_compare
29332,Ctrl + Q,Exit,Beyond Compare,windows,beyond_compare
29333,Ctrl + F5,Recompare files,Beyond Compare,windows,beyond_compare
29334,Alt + Right,Forward,Beyond Compare,windows,beyond_compare
29335,Ctrl + I,Info,Beyond Compare,windows,beyond_compare
29336,Alt + Left,Back,Beyond Compare,windows,beyond_compare
29337,Ctrl + U,Swap sides,Beyond Compare,windows,beyond_compare
29338,F5,Reload files,Beyond Compare,windows,beyond_compare
29339,Ctrl + Shift + C,Clear session,Beyond Compare,windows,beyond_compare
29340,Ctrl + W   Ctrl + F4,Close tab,Beyond Compare,windows,beyond_compare
29341,Ctrl + Shift + S,Save session,Beyond Compare,windows,beyond_compare
29342,Ctrl + T,New tab,Beyond Compare,windows,beyond_compare
29343,Ctrl + L,Copy to left...,Beyond Compare,windows,beyond_compare
29344,Ctrl + Shift + T,Open session,Beyond Compare,windows,beyond_compare
29345,Ctrl + Y,Redo,Beyond Compare,windows,beyond_compare
29346,Ctrl + Z,Undo,Beyond Compare,windows,beyond_compare
29347,Ctrl + Shift + L,Synchronize - Mirror to left...,Beyond Compare,windows,beyond_compare
29348,Ctrl + Shift + R,Synchronize - Mirror to right...,Beyond Compare,windows,beyond_compare
29349,Shift + F5,Refresh selection,Beyond Compare,windows,beyond_compare
29350,Insert,New folder...,Beyond Compare,windows,beyond_compare
29351,Ctrl + R,Copy to right...,Beyond Compare,windows,beyond_compare
29352,F2,Rename,Beyond Compare,windows,beyond_compare
29353,Ctrl + P,Previous difference section,Beyond Compare,windows,beyond_compare
29354,Ctrl + N,Next difference section,Beyond Compare,windows,beyond_compare
29355,Ctrl + Shift + P,Previous difference,Beyond Compare,windows,beyond_compare
29356,Ctrl + Shift + N,Next difference,Beyond Compare,windows,beyond_compare
29357,Shift + F3,Find previous filename,Beyond Compare,windows,beyond_compare
29358,F3,Find next filename,Beyond Compare,windows,beyond_compare
29359,Ctrl + F,Find filename...,Beyond Compare,windows,beyond_compare
29360,Ctrl + Shift + M,Previous difference files,Beyond Compare,windows,beyond_compare
29361,Ctrl + M,Next difference files,Beyond Compare,windows,beyond_compare
29362,Ctrl + 0 .. 9,Go to bookmark - Bookmark 0..9,Beyond Compare,windows,beyond_compare
29363,Ctrl + Shift + 0 .. 9,Toggle bookmark - Bookmark 0..9,Beyond Compare,windows,beyond_compare
29364,Ctrl + G,Go to...,Beyond Compare,windows,beyond_compare
29365,Ctrl + H,Replace...,Beyond Compare,windows,beyond_compare
29366,Ctrl + Alt + L,Copy line to left and open next difference,Beyond Compare,windows,beyond_compare
29367,Ctrl + Alt + R,Copy line to right and open next difference,Beyond Compare,windows,beyond_compare
29368,Ctrl + Shift + B,Take right then left,Beyond Compare,windows,beyond_compare
29369,Ctrl + B,Take left then right,Beyond Compare,windows,beyond_compare
29370,Ctrl + Shift + A,Select all files,Beyond Compare,windows,beyond_compare
29371,Ctrl + D,Select section,Beyond Compare,windows,beyond_compare
29372,Ctrl + A,Select all,Beyond Compare,windows,beyond_compare
29373,Ctrl + V,Paste,Beyond Compare,windows,beyond_compare
29374,Ctrl + X,Cut,Beyond Compare,windows,beyond_compare
29375,Ctrl + C,Copy,Beyond Compare,windows,beyond_compare
29376,Ctrl + Shift + Delete,Delete to end of line,Beyond Compare,windows,beyond_compare
29377,Ctrl + Delete,Delete to end of word,Beyond Compare,windows,beyond_compare
29378,Ctrl + Backspace,Delete to start of word,Beyond Compare,windows,beyond_compare
29379,Ctrl + Shift + Backspace,Delete to start of line,Beyond Compare,windows,beyond_compare
29380,Ctrl + Shift + U,Decrease indent,Beyond Compare,windows,beyond_compare
29381,Delete,Delete,Beyond Compare,windows,beyond_compare
29382,Ctrl + Shift + I,Increase indent,Beyond Compare,windows,beyond_compare
29383,Alt + Home,Session - Home,Beyond Compare,windows,beyond_compare
29384,Alt + P,Previous conflict section,Beyond Compare,windows,beyond_compare
29385,Alt + N,Next conflict section,Beyond Compare,windows,beyond_compare
29386,Ctrl + Alt + Shift + N,Next replacement,Beyond Compare,windows,beyond_compare
29387,Ctrl + Alt + Shift + P,Previous replacement,Beyond Compare,windows,beyond_compare
29388,Hold Spacebar,Zoom and Move,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29389,F1,Help,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29390,Ctrl + Q,Quit/ Exit,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29391,Ctrl + P,Print,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29392,Ctrl + S,Save,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29393,Ctrl + O,Open,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29394,Ctrl + Shift + I,Invert Selection,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29395,Ctrl + N,New,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29396,Ctrl + Shift + C,Copy Merged,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29397,Ctrl + Y,Redo,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29398,Ctrl + Z,Undo,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29399,Delete,Clear Selection,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29400,Ctrl + V,Paste,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29401,Ctrl + X,Cut,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29402,Ctrl + D,Deselect All,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29403,Ctrl + C,Copy,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29404,Ctrl + A,Select All,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29405,L,Use Lasso Select Tool,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29406,M,Use Select Tool,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29407,Ctrl + E,Merge with Below,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29408,V,Move/Scale/Rotate Layer,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29409,Ctrl + L,Add New Layer,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29410,E,Ellipse,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29411,F,French Curve,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29412,R,Rulers,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29413,Arrow Keys,Move Pixel,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29414,Alt,Press Alt before selectionRemove Mode,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29415,Enter,Play/Stop,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29416,Alt + .,Add KeyFrame,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29417,Shift + / Shift + <,Previous KeyFrame,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29418,Shift + . / Shift + >,Next KeyFrame,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29419,. / >,Next Frame,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29420,Ctrl + ,Preferences,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29421,Ctrl + Alt + J,Toggle Titlebar On/Off,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29422,Ctrl + J,Hide Lagoon,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29423,0,Rotate Canvas Right,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29424,9,Rotate Canvas Left,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29425,S,Swap between two Brushes,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29426,Ctrl + G,Add Group,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29427,Alt / I,Color Picker,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29428,[,Decrease Brush Size,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29429,],Increase Brush Size,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29430,/,Adjust Slant,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29431,O,Adjist Opacity,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29432,D,Snap or Not,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29433,C,Invoke Crop Tool,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29434,Esc,Exit Fill Tool,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29435,T / Tab,User Interface,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29436,Y,Invoke Symmetry Y,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29437,X,Invoke Symmetry X,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29438,Shift,Shape,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29439,P,Invoke Perspective Tool,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29440, / <,Animation,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29441,B,Brush,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29442,PageDown,Move to Next Image,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29443,PageUp,Move to Previous Image,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29444,Ctrl + 0,Fit to View,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29445,Ctrl + Alt + 0,Actual Size,Autodesk SketchBook Pro,windows,autodesk_sketchbook_pro
29446,Ctrl + NumPad +,Zooms In,AVS Audio Editor,windows,avs_audio_editor
29447,Shift + End,Move the right selection boundary to the end of the waveform,AVS Audio Editor,windows,avs_audio_editor
29448,Shift + Home,Move the left selection boundary to the beginning of the waveform,AVS Audio Editor,windows,avs_audio_editor
29449,Ctrl + ArrowRight,Decrease the right selection boundary,AVS Audio Editor,windows,avs_audio_editor
29450,Ctrl + ArrowLeft,Decrease the left selection boundary,AVS Audio Editor,windows,avs_audio_editor
29451,Shift + ArrowRight,Increase the right selection boundary,AVS Audio Editor,windows,avs_audio_editor
29452,Shift + ArrowLeft,Increase the left selection boundary,AVS Audio Editor,windows,avs_audio_editor
29453,Spacebar,Starts/stops playing the selected audio file,AVS Audio Editor,windows,avs_audio_editor
29454,End,Move cursor to the end of the waveform on the Timeline,AVS Audio Editor,windows,avs_audio_editor
29455,Home,Move cursor to the beginning of the waveform on the Timeline,AVS Audio Editor,windows,avs_audio_editor
29456,ArrowRight,Move cursor right on the Timeline,AVS Audio Editor,windows,avs_audio_editor
29457,ArrowLeft,Move cursor left on the Timeline,AVS Audio Editor,windows,avs_audio_editor
29458,Delete,Deletes selection,AVS Audio Editor,windows,avs_audio_editor
29459,Ctrl + T,Trims to selection,AVS Audio Editor,windows,avs_audio_editor
29460,Ctrl + V,Pastes from internal clipboard,AVS Audio Editor,windows,avs_audio_editor
29461,Ctrl + C,Copies a selection to internal clipboard,AVS Audio Editor,windows,avs_audio_editor
29462,Ctrl + X,Cuts a waveform to internal clipboard,AVS Audio Editor,windows,avs_audio_editor
29463,Shift + Ctrl + Z,Redo repeats the last command or action,AVS Audio Editor,windows,avs_audio_editor
29464,Ctrl + Z,Undo reverses the last command or action,AVS Audio Editor,windows,avs_audio_editor
29465,Ctrl + A,Selects Entire Waveform,AVS Audio Editor,windows,avs_audio_editor
29466,Ctrl + Tab,Navigates through the audio files loaded into the program,AVS Audio Editor,windows,avs_audio_editor
29467,Ctrl + W,Closes the selected audio file,AVS Audio Editor,windows,avs_audio_editor
29468,Ctrl + P,Opens the File Info window,AVS Audio Editor,windows,avs_audio_editor
29469,Shift + Ctrl + S,Saves the active audio file with a different file name and/or location in a different file format,AVS Audio Editor,windows,avs_audio_editor
29470,Ctrl + O,Opens an existing audio file,AVS Audio Editor,windows,avs_audio_editor
29471,Ctrl + S,Saves the selected audio file to the hard disk drive,AVS Audio Editor,windows,avs_audio_editor
29472,Ctrl + N,Creates a new initially blank file,AVS Audio Editor,windows,avs_audio_editor
29473,Ctrl + Enter,Settings,AVS Video Editor,windows,avs_video_editor
29474,Shift + Ctrl + Insert,Add Time Stamp,AVS Video Editor,windows,avs_video_editor
29475,Shift + Ctrl + Z,Redo,AVS Video Editor,windows,avs_video_editor
29476,Ctrl + Z,Undo,AVS Video Editor,windows,avs_video_editor
29477,Shift + Ctrl + ArrowLeft,Previous Time Stamp,AVS Video Editor,windows,avs_video_editor
29478,Backspace,Level Up Arrow,AVS Video Editor,windows,avs_video_editor
29479,Enter,Level Down Arrow,AVS Video Editor,windows,avs_video_editor
29480,Shift + Ctrl + ArrowRight,Next Time Stamp,AVS Video Editor,windows,avs_video_editor
29481,Ctrl + P,Produce,AVS Video Editor,windows,avs_video_editor
29482,Ctrl + R,Capture Video,AVS Video Editor,windows,avs_video_editor
29483,Ctrl + A,Select All,AVS Video Editor,windows,avs_video_editor
29484,F2,Rename,AVS Video Editor,windows,avs_video_editor
29485,Delete,Delete,AVS Video Editor,windows,avs_video_editor
29486,Ctrl + I / Insert,Import Media,AVS Video Editor,windows,avs_video_editor
29487,Shift + Ctrl + S,Save Project As,AVS Video Editor,windows,avs_video_editor
29488,Ctrl + S,Save Project,AVS Video Editor,windows,avs_video_editor
29489,Ctrl + O,Open Project,AVS Video Editor,windows,avs_video_editor
29490,Ctrl + N,New Project,AVS Video Editor,windows,avs_video_editor
29491,F12,Opens the About window,AVS Audio Editor,windows,avs_audio_editor
29492,F1,Brings up the current Help File,AVS Audio Editor,windows,avs_audio_editor
29493,Ctrl + NumPad -,Zooms Out,AVS Audio Editor,windows,avs_audio_editor
29494,Ctrl + X / Shift + Delete,Cut object,AVS Video Editor,windows,avs_video_editor
29495,Shift + Ctrl + ArrowUp,Main page,AVS Video Editor,windows,avs_video_editor
29496,Shift + Ctrl + Delete,Delete object,AVS Video Editor,windows,avs_video_editor
29497,Ctrl + Alt + L / F8,Split scenes,AVS Video Editor,windows,avs_video_editor
29498,F1,Help,AVS Video Editor,windows,avs_video_editor
